cell_id,cx,cy,cz,lambda,chi,sigma,is_interface,surface_x,surface_y,surface_z,normal_x,normal_y,normal_z,interpolation_coefficient
917,0.043,0.029,0.001,0,0,0.006,0,0,0,0,0,0,0,0
918,0.045,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
919,0.047,0.029,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
920,0.049,0.029,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
921,0.051,0.029,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
922,0.053,0.029,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
923,0.055,0.029,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
924,0.057,0.029,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
925,0.059,0.029,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
926,0.061,0.029,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
927,0.063,0.029,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
928,0.065,0.029,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
929,0.067,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
930,0.069,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
931,0.071,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
932,0.073,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
933,0.075,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
934,0.077,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
935,0.079,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
936,0.081,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
937,0.083,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
938,0.085,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
939,0.087,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
940,0.089,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
941,0.091,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
942,0.093,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
943,0.095,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
944,0.097,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
945,0.099,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
946,0.101,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
947,0.103,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
948,0.105,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
949,0.107,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
950,0.109,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
951,0.111,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
952,0.113,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
953,0.115,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
954,0.117,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
955,0.119,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
956,0.121,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
957,0.123,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
958,0.125,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
959,0.127,0.029,0.001,0,0,0.004,0,0,0,0,0,0,0,0
960,0.001,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
961,0.003,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
962,0.005,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
963,0.007,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
964,0.009,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
965,0.011,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
966,0.013,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
967,0.015,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
968,0.017,0.031,0.001,0.131745,1,0.00282843,1,0,0,0,0,0,0,0.942809
969,0.019,0.031,0.001,0,0,0.00447214,0,0,0,0,0,0,0,0
970,0.021,0.031,0.001,0,0,0.00632456,0,0,0,0,0,0,0,0
971,0.023,0.031,0.001,0,0,0.00824621,0,0,0,0,0,0,0,0
972,0.025,0.031,0.001,0,0,0.010198,0,0,0,0,0,0,0,0
973,0.027,0.031,0.001,0,0,0.0121655,0,0,0,0,0,0,0,0
974,0.029,0.031,0.001,0,0,0.0141421,0,0,0,0,0,0,0,0
975,0.031,0.031,0.001,0,0,0.016,0,0,0,0,0,0,0,0
976,0.033,0.031,0.001,0,0,0.016,0,0,0,0,0,0,0,0
977,0.035,0.031,0.001,0,0,0.014,0,0,0,0,0,0,0,0
978,0.037,0.031,0.001,0,0,0.012,0,0,0,0,0,0,0,0
979,0.039,0.031,0.001,0,0,0.01,0,0,0,0,0,0,0,0
980,0.041,0.031,0.001,0,0,0.008,0,0,0,0,0,0,0,0
981,0.043,0.031,0.001,0,0,0.006,0,0,0,0,0,0,0,0
982,0.045,0.031,0.001,0,0,0.004,0,0,0,0,0,0,0,0
983,0.047,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
984,0.049,0.031,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
985,0.051,0.031,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
986,0.053,0.031,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
987,0.055,0.031,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
988,0.057,0.031,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
989,0.059,0.031,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
990,0.061,0.031,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
991,0.063,0.031,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
992,0.065,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
993,0.067,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
994,0.069,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
995,0.071,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
996,0.073,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
997,0.075,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
998,0.077,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
999,0.079,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1000,0.081,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1001,0.083,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1002,0.085,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1003,0.087,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1004,0.089,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1005,0.091,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1006,0.093,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1007,0.095,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1008,0.097,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1009,0.099,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1010,0.101,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1011,0.103,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1012,0.105,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1013,0.107,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1014,0.109,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1015,0.111,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1016,0.113,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1017,0.115,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1018,0.117,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1019,0.119,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1020,0.121,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1021,0.123,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1022,0.125,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1023,0.127,0.031,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1024,0.001,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1025,0.003,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1026,0.005,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1027,0.007,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1028,0.009,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1029,0.011,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1030,0.013,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1031,0.015,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1032,0.017,0.033,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1033,0.019,0.033,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1034,0.021,0.033,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1035,0.023,0.033,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1036,0.025,0.033,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1037,0.027,0.033,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1038,0.029,0.033,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1039,0.031,0.033,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1040,0.033,0.033,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1041,0.035,0.033,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1042,0.037,0.033,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1043,0.039,0.033,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1044,0.041,0.033,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1045,0.043,0.033,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1046,0.045,0.033,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1047,0.047,0.033,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1048,0.049,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1049,0.051,0.033,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1050,0.053,0.033,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1051,0.055,0.033,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1052,0.057,0.033,0.001,1,1,-0.00824621,0,0,0,0,0,0,0,0
1053,0.059,0.033,0.001,1,1,-0.00632456,0,0,0,0,0,0,0,0
1054,0.061,0.033,0.001,1,1,-0.00447214,0,0,0,0,0,0,0,0
1055,0.063,0.033,0.001,1,1,-0.00282843,1,0,0,0,0,0,0,0.942809
1056,0.065,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1057,0.067,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1058,0.069,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1059,0.071,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1060,0.073,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1061,0.075,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1062,0.077,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1063,0.079,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1064,0.081,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1065,0.083,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1066,0.085,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1067,0.087,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1068,0.089,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1069,0.091,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1070,0.093,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1071,0.095,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1072,0.097,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1073,0.099,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1074,0.101,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1075,0.103,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1076,0.105,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1077,0.107,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1078,0.109,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1079,0.111,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1080,0.113,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1081,0.115,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1082,0.117,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1083,0.119,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1084,0.121,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1085,0.123,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1086,0.125,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1087,0.127,0.033,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1088,0.001,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1089,0.003,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1090,0.005,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1091,0.007,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1092,0.009,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1093,0.011,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1094,0.013,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1095,0.015,0.035,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1096,0.017,0.035,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1097,0.019,0.035,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1098,0.021,0.035,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1099,0.023,0.035,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1100,0.025,0.035,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1101,0.027,0.035,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1102,0.029,0.035,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1103,0.031,0.035,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1104,0.033,0.035,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1105,0.035,0.035,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1106,0.037,0.035,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1107,0.039,0.035,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1108,0.041,0.035,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1109,0.043,0.035,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1110,0.045,0.035,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1111,0.047,0.035,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1112,0.049,0.035,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1113,0.051,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1114,0.053,0.035,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1115,0.055,0.035,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1116,0.057,0.035,0.001,1,1,-0.00894427,0,0,0,0,0,0,0,0
1117,0.059,0.035,0.001,1,1,-0.0072111,0,0,0,0,0,0,0,0
1118,0.061,0.035,0.001,1,1,-0.00565685,0,0,0,0,0,0,0,0
1119,0.063,0.035,0.001,1,1,-0.00447214,0,0,0,0,0,0,0,0
1120,0.065,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1121,0.067,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1122,0.069,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1123,0.071,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1124,0.073,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1125,0.075,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1126,0.077,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1127,0.079,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1128,0.081,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1129,0.083,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1130,0.085,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1131,0.087,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1132,0.089,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1133,0.091,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1134,0.093,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1135,0.095,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1136,0.097,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1137,0.099,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1138,0.101,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1139,0.103,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1140,0.105,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1141,0.107,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1142,0.109,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1143,0.111,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1144,0.113,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1145,0.115,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1146,0.117,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1147,0.119,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1148,0.121,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1149,0.123,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1150,0.125,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1151,0.127,0.035,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1152,0.001,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1153,0.003,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1154,0.005,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1155,0.007,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1156,0.009,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1157,0.011,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1158,0.013,0.037,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1159,0.015,0.037,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1160,0.017,0.037,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1161,0.019,0.037,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1162,0.021,0.037,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1163,0.023,0.037,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1164,0.025,0.037,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1165,0.027,0.037,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1166,0.029,0.037,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1167,0.031,0.037,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1168,0.033,0.037,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1169,0.035,0.037,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1170,0.037,0.037,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1171,0.039,0.037,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1172,0.041,0.037,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1173,0.043,0.037,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1174,0.045,0.037,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1175,0.047,0.037,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1176,0.049,0.037,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1177,0.051,0.037,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1178,0.053,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1179,0.055,0.037,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1180,0.057,0.037,0.001,1,1,-0.01,0,0,0,0,0,0,0,0
1181,0.059,0.037,0.001,1,1,-0.00848528,0,0,0,0,0,0,0,0
1182,0.061,0.037,0.001,1,1,-0.0072111,0,0,0,0,0,0,0,0
1183,0.063,0.037,0.001,1,1,-0.00632456,0,0,0,0,0,0,0,0
1184,0.065,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1185,0.067,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1186,0.069,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1187,0.071,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1188,0.073,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1189,0.075,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1190,0.077,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1191,0.079,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1192,0.081,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1193,0.083,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1194,0.085,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1195,0.087,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1196,0.089,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1197,0.091,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1198,0.093,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1199,0.095,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1200,0.097,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1201,0.099,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1202,0.101,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1203,0.103,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1204,0.105,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1205,0.107,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1206,0.109,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1207,0.111,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1208,0.113,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1209,0.115,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1210,0.117,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1211,0.119,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1212,0.121,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1213,0.123,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1214,0.125,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1215,0.127,0.037,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1216,0.001,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1217,0.003,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1218,0.005,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1219,0.007,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1220,0.009,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1221,0.011,0.039,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1222,0.013,0.039,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1223,0.015,0.039,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1224,0.017,0.039,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1225,0.019,0.039,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1226,0.021,0.039,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1227,0.023,0.039,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1228,0.025,0.039,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1229,0.027,0.039,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1230,0.029,0.039,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1231,0.031,0.039,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1232,0.033,0.039,0.001,0,0,0.016,0,0,0,0,0,0,0,0
1233,0.035,0.039,0.001,0,0,0.014,0,0,0,0,0,0,0,0
1234,0.037,0.039,0.001,0,0,0.012,0,0,0,0,0,0,0,0
1235,0.039,0.039,0.001,0,0,0.01,0,0,0,0,0,0,0,0
1236,0.041,0.039,0.001,0,0,0.008,0,0,0,0,0,0,0,0
1237,0.043,0.039,0.001,0,0,0.006,0,0,0,0,0,0,0,0
1238,0.045,0.039,0.001,0,0,0.004,0,0,0,0,0,0,0,0
1239,0.047,0.039,0.001,0.208609,1,0.002,1,0,0,0,0,0,0,0.666667
1240,0.049,0.039,0.001,1,1,-0.002,1,0,0,0,0,0,0,0.666667
1241,0.051,0.039,0.001,1,1,-0.004,0,0,0,0,0,0,0,0
1242,0.053,0.039,0.001,1,1,-0.006,0,0,0,0,0,0,0,0
1243,0.055,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1244,0.057,0.039,0.001,1,1,-0.01,0,0,0,0,0,0,0,0
1245,0.059,0.039,0.001,1,1,-0.01,0,0,0,0,0,0,0,0
1246,0.061,0.039,0.001,1,1,-0.00894427,0,0,0,0,0,0,0,0
1247,0.063,0.039,0.001,1,1,-0.00824621,0,0,0,0,0,0,0,0
1248,0.065,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1249,0.067,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1250,0.069,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1251,0.071,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1252,0.073,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1253,0.075,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1254,0.077,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1255,0.079,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1256,0.081,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
1257,0.083,0.039,0.001,1,1,-0.008,0,0,0,0,0,0,0,0
