global_step,stage,stage_step,beta,learning_rate,loss_total,loss_momentum,loss_continuity,loss_x_raw,loss_y_raw,loss_continuity_raw,residual_x_l2,residual_y_l2,residual_continuity_l2,divergence_l2,inlet_flux,outlet_flux,mass_imbalance,continuity_constant_test,absolute_mass_defect,max_speed,mean_speed,pressure_min,pressure_max,gradient_norm,seconds_per_step,elapsed_seconds,rss_mb
115,1,15,0.25,0.0005,0.3300926040341157,0.19361488131528412,0.1364777227188316,0.0007069036168887237,4.703512284026475e-05,0.013700326467944715,0.0038904708100125046,0.001155469297862481,0.0005148899858078974,0.14766657417234622,-0.0032000000000000015,1.538780665879762e-05,0.9904286461980449,-0.0031846121933412144,0.003184612193341204,0.1,0.0033442118883084846,-0.012138861735283422,0.0016325829835390302,44.236328676073434,0.45125245188695695,51.89403990400001,695.28125
120,1,20,0.25,0.0005,0.31951905685473747,0.16901816955597723,0.15050088729876024,0.000614282337499326,4.387650277507911e-05,0.015108042899838489,0.003782425082633137,0.001130397286872774,0.0005360012144332546,0.15267859973253858,-0.0032000000000000015,-6.10971060386231e-05,0.9999999996933547,-0.00326109710603863,0.0032610971060386246,0.1,0.0029161403182109604,-0.011965652213623584,0.0017788714693999503,39.235750344263906,0.44767030274999986,53.720444808000025,695.28125
125,1,25,0.25,0.0005,0.3223643144165274,0.19295286012682067,0.12941145428970674,0.0007135388741949371,3.782194684767086e-05,0.012990978579801919,0.003928554106085961,0.0010930757681853714,0.0005123695552945363,0.1451051045893019,-0.0032000000000000015,1.46471714012355e-05,0.9908872289145843,-0.0031853528285987758,0.003185352828598766,0.1,0.003260257406269204,-0.012101658819749481,0.0019208632828386712,34.8510572348134,0.4459264053199995,55.74080767600003,695.28125
130,1,30,0.25,0.0005,0.2753298293430746,0.11973702313128703,0.1555928062117876,0.000427443191791086,3.8814255494175734e-05,0.015619195563196572,0.00362290597038591,0.0010951961132790147,0.000539957114261903,0.1545420432623017,-0.0032000000000000015,-2.5374848502865115e-05,0.9999999996899586,-0.003225374848502877,0.0032253748485028665,0.1,0.003216143386042439,-0.011896241129142256,0.0018874490277856844,5.6649062211246966,0.4413566595307692,57.37637208299998,695.28125
135,1,35,0.25,0.0005,0.2763786910241649,0.1390823533326878,0.1372963376914771,0.0005057996480102743,3.5788754068356805e-05,0.013782503193591701,0.0036893887355287694,0.0010697482492858263,0.0005205039394996393,0.14798209728180292,-0.0032000000000000015,-4.229308256410538e-05,0.9999999996915763,-0.003242293082564108,0.003242293082564107,0.1,0.0029150099053414334,-0.011853593502105849,0.0021131950302819363,17.342050140756903,0.43716934607407437,59.01787060799995,695.28125
140,1,40,0.25,0.0005,0.26741146355276896,0.1285124972585824,0.13889896629418655,0.00046579476249869033,3.463448944906315e-05,0.01394338318650615,0.003636245546345335,0.0010712760833378977,0.0005206272377218575,0.14852947305911715,-0.0032000000000000015,-1.4089126680134095e-05,0.9999999996888699,-0.0032140891266801506,0.0032140891266801354,0.1,0.002724869242454326,-0.01182680817766462,0.0023087269105664964,8.546304371931454,0.43515091132142875,60.921136339999975,695.28125
145,1,45,0.25,0.0005,0.2652311893486679,0.12139996316168657,0.14383122618698135,0.0004375137085465994,3.521924776073332e-05,0.014438508467100495,0.003611825978140829,0.0010724701722327943,0.00052778161209944,0.1503690899440378,-0.0032000000000000015,-2.9609707495168988e-05,0.999999999690365,-0.003229609707495168,0.0032296097074951706,0.1,0.0030235965414404232,-0.011690904113001707,0.0024497159301860253,3.763451673871631,0.43158729489655184,62.580164483999965,695.28125
150,1,50,0.25,0.0005,0.26216947362564524,0.12251245171262515,0.13965702191302007,0.00044180926504705585,3.5255735421137223e-05,0.014019480656862359,0.003596888513991405,0.0010690751754495783,0.0005226075744805871,0.14882386947974532,-0.0032000000000000015,-2.344188476805159e-05,0.9999999996897726,-0.003223441884768059,0.003223441884768053,0.1,0.0027147578898134316,-0.011679813634824841,0.0027830093466544048,2.7677152325105134,0.4278246585066669,64.173707326,696.0078125
155,2,5,0.5,0.0005,0.26094619200512953,0.12354421634449057,0.13740197566063894,0.0004469192280300765,3.41634766608558e-05,0.01379310766907749,0.003599074226950572,0.0010634095953107007,0.0005209345070063837,0.14800868770649092,-0.0032000000000000015,-2.1945157126071978e-05,0.9999999996896285,-0.0032219451571260816,0.0032219451571260734,0.1,0.002708759357842921,-0.011637925792833292,0.003062563822449743,1.9810647749510042,0.45457647807741947,70.45936214400001,696.1328125
160,2,10,0.5,0.0005,0.2596948430145898,0.11899253832924817,0.1407023046853416,0.0004294337769589032,3.3924637309973033e-05,0.014124411446641335,0.0035717827310403497,0.0010631520619198583,0.0005251811803043194,0.14922254158521256,-0.0032000000000000015,-2.7980505303221764e-05,0.9999999996902088,-0.0032279805053032243,0.0032279805053032234,0.1,0.0027901062050581333,-0.011542714700369962,0.0033425144061057345,1.5874713186179346,0.4522817498374998,72.36508595800001,696.1328125
165,2,15,0.5,0.0005,0.2585603078708477,0.11799282177714403,0.14056748609370368,0.00042538418299576617,3.40813226688782e-05,0.014110877672171831,0.003555208294249699,0.001063782867622082,0.000524974300005892,0.1491575657408872,-0.0032000000000000015,-2.418394041316755e-05,0.999999999689844,-0.003224183940413179,0.003224183940413169,0.1,0.0027037326049102364,-0.01150142195463241,0.0036817306103157,1.6297080424565875,0.448472092248485,73.99790344600001,696.1328125
170,2,20,0.5,0.0005,0.2576939890995583,0.11980930445285634,0.13788468464670195,0.0004322907945684433,3.424811707596121e-05,0.013841564446977414,0.003560489172348012,0.0010632268242169664,0.0005231102464739858,0.14820053178261286,-0.0032000000000000015,-2.5099501782752727e-05,0.999999999689932,-0.0032250995017827663,0.003225099501782754,0.1,0.002695604487714404,-0.011476329204894664,0.003994430643488629,1.0746796947232085,0.44650132723529423,75.90523467799994,696.1328125
175,2,25,0.5,0.0005,0.2567691601316892,0.11790860942286484,0.13886055070882436,0.00042502889685516244,3.4108684861572814e-05,0.013939526835077987,0.003544042251289324,0.0010627593952585869,0.000524540234347248,0.1485710428651489,-0.0032000000000000015,-2.5991728733162866e-05,0.9999999996900178,-0.003225991728733172,0.003225991728733164,0.1,0.00270815348638467,-0.011434319560995648,0.004297552674556798,0.8837096312627808,0.4420199953199998,77.35350585799995,696.1328125
180,2,30,0.5,0.0005,0.2560955671304971,0.11599027785035601,0.14010528928014107,0.0004177003307728274,3.396724410179708e-05,0.014064480010252334,0.0035268213546539575,0.0010628329338259808,0.0005258947735772786,0.1490305890768968,-0.0032000000000000015,-2.3564705918535242e-05,0.9999999996897844,-0.0032235647059185384,0.0032235647059185367,0.1,0.0027092946921583485,-0.011399188808472755,0.0045944802602202245,1.4315744394997334,0.43823598612222237,78.88248800199995,696.1328125
185,2,35,0.5,0.0005,0.2553468460058836,0.1160481242252335,0.1392987217806501,0.0004178617799033283,3.403104946969407e-05,0.013983512671104788,0.003521683437648728,0.0010625639127830753,0.0005257704936050134,0.1487654025595723,-0.0032000000000000015,-2.564101782010128e-05,0.9999999996899841,-0.0032256410178201065,0.0032256410178201026,0.1,0.0026936080125572657,-0.011374491809174346,0.004877565395819446,1.1493709616540246,0.43542858222702713,80.55429372699996,696.1328125
190,2,40,0.5,0.0005,0.2546805978104548,0.11609668292053017,0.13858391488992464,0.00041806213512946287,3.4019782402931005e-05,0.013911756727575084,0.0035169866769483435,0.0010627814661560192,0.0005254320489384019,0.14854035474757663,-0.0032000000000000015,-2.4163689699719952e-05,0.9999999996898421,-0.0032241636896997287,0.0032241636896997213,0.1,0.0026937002715959287,-0.01135549560292978,0.005146749619695486,0.351733115069328,0.4325899962421054,82.19210868899995,696.1328125
195,2,45,0.5,0.0005,0.25406913565729744,0.11513785500924205,0.1389312806480554,0.00041443013197740993,3.391809782322136e-05,0.01394662706535161,0.003506036488153087,0.001062767734055483,0.0005260500524954424,0.14869333655515524,-0.0032000000000000015,-2.3422864434850863e-05,0.9999999996897708,-0.003223422864434853,0.0032234228644348524,0.1,0.0026858473224383637,-0.011332922412167394,0.005398945926491428,0.646863191947381,0.42948300105641024,83.749192838,696.1328125
200,2,50,0.5,0.0005,0.25348514326294186,0.11409954061555962,0.13938560264738223,0.0004104596212710902,3.3845399453371766e-05,0.013992234213451304,0.003495123362380499,0.0010627560944888347,0.0005268689756508536,0.14889046366212352,-0.0032000000000000015,-2.4367919133908034e-05,0.9999999996898618,-0.003224367919133923,0.0032243679191339093,0.1,0.0026849849596301306,-0.011310494599422469,0.0056322647902787674,0.4692273857268535,0.42752290398000015,85.504586539,696.1328125
205,3,5,1.0,0.0005,0.25262232447846306,0.11358534906819266,0.13903697541027038,0.000408479764215501,3.3822988271273955e-05,0.01395723724201231,0.0034869012629880976,0.001062954787223106,0.0005269809796341415,0.14881374894762572,-0.0032000000000000015,-2.4152530549059714e-05,0.999999999689841,-0.003224152530549062,0.0032241525305490614,0.1,0.002697284360949359,-0.01127618001547754,0.0058603642808982065,0.3303971179615421,0.44291375409268313,90.79732620499999,696.79296875
210,3,10,1.0,0.0005,0.25208600169510714,0.11332394603086897,0.1387620556642382,0.00040755180431705857,3.373304151304662e-05,0.013929639402613384,0.0034809193444877633,0.0010630190885725325,0.0005269348544367869,0.14875830311964777,-0.0032000000000000015,-2.3342996128824342e-05,0.999999999689763,-0.0032233429961288276,0.003223342996128826,0.1,0.002689789490286551,-0.011212854210223675,0.006100444493022428,0.2668438886111211,0.4399482604952379,92.38914331399997,696.79296875
215,3,15,1.0,0.0005,0.2515735388897177,0.11281815919664746,0.13875537969307022,0.0004057008878219863,3.361441782725072e-05,0.01392896923474518,0.0034734986190081076,0.0010629521985896632,0.0005270654160853169,0.14879461006543332,-0.0032000000000000015,-2.294834533595261e-05,0.9999999996897251,-0.003222948345335966,0.003222948345335954,0.1,0.002678844971389906,-0.011142544330038803,0.0063305372915525805,0.3113781937210992,0.4381879920139533,94.21043191199999,696.79296875
220,3,20,1.0,0.0005,0.25106672610616043,0.11216694349213349,0.13889978261402694,0.0004032666339239236,3.3512829726921366e-05,0.013943465132834773,0.0034655124020912956,0.0010629605945638612,0.0005274357452024089,0.14889194762345687,-0.0032000000000000015,-2.2952323825364997e-05,0.9999999996897255,-0.003222952323825375,0.0032229523238253665,0.1,0.0026803778414368927,-0.011132950722117892,0.0065406760591411005,0.16059495875754343,0.4407262302818181,96.95978272100001,696.79296875
225,3,25,1.0,0.0005,0.25057648675578903,0.11161691317779138,0.13895957357799762,0.00040123648817670513,3.340115063510511e-05,0.013949467253253496,0.0034585050020368275,0.0010628784128021295,0.0005276866110985454,0.14895667179770042,-0.0032000000000000015,-2.3012436107011597e-05,0.9999999996897313,-0.0032230124361070198,0.003223012436107013,0.1,0.002683448986089101,-0.0112422815059256,0.006730418173605186,0.11248048687598058,0.4411053280755555,99.24870588399995,696.79296875
230,3,30,1.0,0.0005,0.2500943612198446,0.1111446431423654,0.13894971807747916,0.0003995126994706418,3.32859139888712e-05,0.013948477908092116,0.0034518447124464256,0.0010627519516301098,0.0005278206910239021,0.1489940121439018,-0.0032000000000000015,-2.275294344825027e-05,0.9999999996897063,-0.0032227529434482555,0.0032227529434482515,0.1,0.0026794375220588564,-0.011357959114793457,0.006902479564908211,0.12745324001919853,0.4435804924217391,102.02352213300003,696.79296875
235,3,35,1.0,0.0005,0.24961810070068463,0.11070573263175802,0.1389123680689266,0.000397924378257268,3.316511225170966e-05,0.013944728524672195,0.003445287715185737,0.001062584755836578,0.0005279098338569023,0.1490237846606201,-0.0032000000000000015,-2.244031157441855e-05,0.9999999996896761,-0.003222440311574426,0.00322244031157442,0.1,0.0026740950996919847,-0.011478397391858946,0.0070573012376883406,0.1259448729868627,0.4454174211702129,104.67310388199996,696.79296875
240,3,40,1.0,0.0005,0.24914613760482002,0.11033445573721239,0.13881168186760764,0.0003965935903723057,3.305014332261581e-05,0.013934621132774041,0.0034395786556128804,0.0010624900304684185,0.0005279396317632286,0.14903373644805132,-0.0032000000000000015,-2.2143439421937908e-05,0.9999999996896476,-0.003222143439421945,0.003222143439421939,0.1,0.002672490383538576,-0.01160235887361309,0.007192440487029026,0.11376319321015625,0.4471064273416668,107.30555214000003,696.79296875
245,3,45,1.0,0.0005,0.2486768690419211,0.10994165114038136,0.13873521790153973,0.00039517989530382246,3.2934252438393966e-05,0.013926945291784792,0.0034338302649394407,0.0010624203867184345,0.0005279815155173586,0.1490557071405265,-0.0032000000000000015,-2.1929368002757766e-05,0.9999999996896269,-0.0032219293680027703,0.003221929368002759,0.1,0.0026735550621527432,-0.011728284698351408,0.0073108292515470874,0.09983091535748335,0.4474964671795918,109.63664338800004,696.79296875
250,3,50,1.0,0.0005,0.24820873564445617,0.10953534074410065,0.13867339490035552,0.0003937273164486949,3.280465359091076e-05,0.013920739185157436,0.0034279671332611505,0.0010622908577176563,0.0005280119611590004,0.14908399566113245,-0.0032000000000000015,-2.163695860816045e-05,0.9999999996895987,-0.0032216369586081685,0.003221636958608162,0.1,0.0026732481014684023,-0.011854448858071503,0.007414472514140522,0.09505846624610237,0.4481958874960001,112.048981271,696.79296875
255,3,55,1.0,0.0005,0.247740249820775,0.10911445032733377,0.13862579949344123,0.00039222852653843725,3.2664491018665354e-05,0.013915961316651793,0.0034219161900774756,0.0010621055392528588,0.0005280343285648492,0.14911885625345644,-0.0032000000000000015,-2.1323889649033037e-05,0.9999999996895687,-0.0032213238896490423,0.0032213238896490345,0.1,0.002671804597752843,-0.01197917699701717,0.0075047796436871145,0.10734591431176459,0.47753229385098034,121.77074595099998,696.79296875
260,3,60,1.0,0.0005,0.2472702545679388,0.10869753812842525,0.13857271643951355,0.00039074922686840733,3.252032943567887e-05,0.013910632570287648,0.003415894364631992,0.0010618995811477578,0.0005280432646246846,0.14915387807722097,-0.0032000000000000015,-2.1068096476704537e-05,0.999999999689544,-0.003221068096476711,0.003221068096476706,0.1,0.0026705746897011363,-0.012101089051100964,0.007582254137576844,0.11255843215642478,0.4769034903538463,123.99491573299997,696.79296875
265,3,65,1.0,0.0005,0.24679751541125078,0.10829310923317935,0.13850440617807144,0.00038932268680985226,3.237201837989648e-05,0.013903775239551,0.003409994667568766,0.0010616692000941183,0.0005280372389076612,0.14918593778801525,-0.0032000000000000015,-2.087982661507879e-05,0.9999999996895258,-0.0032208798266150853,0.00322087982661508,0.1,0.0026697130193886324,-0.012218937577549525,0.007648036965802965,0.098547549389501,0.4749497386415094,125.86169038900005,696.79296875
270,3,70,1.0,0.0005,0.24632113391641458,0.10789412016630878,0.1384270137501058,0.000387921894234319,3.221914259998864e-05,0.013896006194844263,0.0034041518939389014,0.0010614261133616901,0.000528012237242258,0.1492175340710001,-0.0032000000000000015,-2.0666571302986884e-05,0.9999999996895053,-0.003220666571302997,0.0032206665713029885,0.1,0.0026696256301987514,-0.012331889997216421,0.007703645886755813,0.09925049530239562,0.4742157228851852,128.03825294399996,696.79296875
275,3,75,1.0,0.0005,0.24584016959129612,0.10750993260969643,0.13833023698159969,0.000386585225338651,3.205978040401655e-05,0.013886291251653294,0.0033984507703189322,0.001061169686506687,0.0005279493936962216,0.14924437028011853,-0.0032000000000000015,-2.037119084278932e-05,0.9999999996894768,-0.0032203711908427896,0.003220371190842791,0.1,0.0026698971748353294,-0.012439247774367642,0.007749818386623998,0.11925901989302076,0.4743444759309089,130.44473763899998,696.79296875
280,3,80,1.0,0.0005,0.2453540999399449,0.1071161932543897,0.1382379066855552,0.0003852158442350959,3.189593559381419e-05,0.013877022667935073,0.0033925643773771563,0.0010608544297534606,0.0005278982415896125,0.14927561973839154,-0.0032000000000000015,-2.02864518018829e-05,0.9999999996894686,-0.0032202864518018925,0.0032202864518018843,0.1,0.0026684262864847272,-0.01254403340799796,0.007787464622294191,0.15111690650917267,0.4734396556749999,132.56311177199996,696.79296875
285,3,85,1.0,0.0005,0.24487028736635452,0.10676408258786506,0.13810620477848948,0.00038401742434493046,3.172323219861389e-05,0.013863801762080947,0.0033871498153002113,0.0010606503973606587,0.0005277403664334908,0.14929591175579313,-0.0032000000000000015,-1.9452641717694035e-05,0.9999999996893882,-0.0032194526417177053,0.0032194526417176953,0.1,0.002672559442367857,-0.01266238783501437,0.007816383638157582,0.5850223474869451,0.4720043163859648,134.52123953199998,696.79296875
290,3,90,1.0,0.0005,0.24474287879894552,0.106612161357805,0.1381307174411405,0.00038340850815622235,3.174056524065752e-05,0.01386626246756626,0.003380591646571692,0.0010607443622425617,0.0005280586789444976,0.14937362761553494,-0.0032000000000000015,-2.2753507329036058e-05,0.9999999996897063,-0.0032227535073290356,0.0032227535073290374,0.1,0.002652982838111959,-0.012767781077933709,0.00783884369161639,3.5578941687970267,0.4708474989448275,136.54578575799997,696.79296875
295,3,95,1.0,0.0005,0.24600577808937063,0.10838886625113282,0.13761691183823782,0.000389861054490533,3.2206529710093425e-05,0.013814684053444213,0.0033872201469272107,0.0010661272715896746,0.000526750556812934,0.14926794065611076,-0.0032000000000000015,-1.2269165890345293e-05,0.9999999996886936,-0.0032122691658903525,0.003212269165890347,0.1,0.0027447625837250323,-0.012872658428756519,0.007847904675769398,8.490862734886663,0.46921958771525407,138.41978531899997,696.79296875
300,3,100,1.0,0.0005,0.24667447020203198,0.108526880529884,0.138147589672148,0.0003899324652699156,3.26725482371743e-05,0.01386795618774594,0.003375914155478407,0.001066435291645347,0.0005285988017763464,0.149529155421579,-0.0032000000000000015,-2.8326690691974354e-05,0.999999999690242,-0.003228326690691979,0.003228326690691976,0.1,0.002655922742134326,-0.012944740607307569,0.007859906232157985,10.50993171358884,0.46829593691333343,140.48878959700005,696.79296875
