sample_index,velocity_rel_l2,pressure_gauge_centered_rel_l2,local_velocity_max,reference_velocity_max,local_pressure_range,reference_pressure_range,pressure_range_ratio,inlet_flux,outlet_flux,simple_iterations,wall_time_s,orientation
0,0.15890105492964982,0.20151795442462347,0.5927314217359282,0.541823957594767,77.44489752130511,63.9153794937,1.2116785996543864,6.041702037397935e-06,6.397219925895305e-06,5000,316.578212669001,identity
274,0.18514169866698535,0.15411464116091103,0.3330680054435676,0.28740052169292496,46.586730541562126,38.331074826,1.2153776212391079,6.0416779132377875e-06,6.396889132564578e-06,5000,431.94910502999846,identity
549,0.18517077079147526,0.17682584515363875,0.598873003401462,0.539567230538093,59.055881413246695,50.8709341422,1.1608963430505765,6.041731081204635e-06,6.3970397939906226e-06,5000,397.2302321370007,identity
