topology_id,rel_u,rel_p
topology_0290,0.4589350905125552,0.6020600453393694
topology_0291,0.4392187603510125,0.5378145264444071
topology_0292,0.3229810891149426,0.488736465381661
topology_0293,0.4654156095905575,0.5633172894914508
topology_0294,0.2110475115137848,0.5536266646469901
topology_0295,0.6809806113545269,0.6897088421542878
topology_0296,0.372939164079124,0.5229879442615598
topology_0297,0.27562465641929307,0.5444585346624122
