case_id,method,simple_steps,rho_residual,rho_u,rho_p,rho_phi,rel_u,rel_p
topology_0290,cold,320,0.02703587395443209,0.027026242231380452,0.0007215981114929739,2.737914836314163e-06,0.17054739671971975,0.4544631624957791
topology_0290,cold,325,0.02665966897707242,0.0266502161489958,0.0007098745500044837,2.7022467488029477e-06,0.16891313718085488,0.4526102124239927
topology_0290,cold,330,0.02629239563118209,0.02628311610671633,0.0006984759352174757,2.6674695723492736e-06,0.1673020568184878,0.450774853617344
topology_0290,cold,335,0.02593374701842667,0.025924635470208894,0.0006873886942214808,2.6335522493406233e-06,0.16571365907830277,0.4489567358056926
topology_0290,cold,340,0.025583431909306655,0.02557448325542819,0.0006766001134593864,2.6004653572262683e-06,0.1641474632769048,0.44715551941104353
topology_0290,cold,345,0.025241173295697895,0.025232382682632885,0.0006660982698271522,2.5681809416334274e-06,0.16260300386225182,0.44537087528807145
topology_0290,cold,350,0.02490670842886214,0.024898071211361353,0.0006558721518882156,2.5366727719644764e-06,0.1610798297893562,0.44360248408432007
topology_0290,cold,355,0.024579786385908173,0.024571298124735606,0.0006459109556514413,2.5059152487425784e-06,0.15957750383879732,0.441850035854136
topology_0290,cold,360,0.024260167506118424,0.024251823947017293,0.0006362047923423746,2.4758843407608446e-06,0.15809560203064785,0.4401132296908361
topology_0290,cold,365,0.02394762294131067,0.02393942000381806,0.0006267443133710207,2.4465571281325542e-06,0.1566337130911292,0.4383917735421074
topology_0290,cold,370,0.023641934785067084,0.02363386855214537,0.0006175206838496733,2.4179117128699976e-06,0.15519143796186366,0.4366853837072584
topology_0290,cold,375,0.023342894224346097,0.023334960929970765,0.0006085256395553011,2.3899271846504672e-06,0.1537683892289711,0.4349937844899009
topology_0290,cold,380,0.02305030248220636,0.02304249851122511,0.0005997510313425232,2.3625834815636e-06,0.15236419064261794,0.43331670794685656
topology_0290,cold,385,0.02276396808371947,0.02275628995395416,0.0005911894720943717,2.335861384033198e-06,0.15097847664769198,0.43165389352098643
topology_0290,cold,390,0.022483707789723185,0.02247615214902021,0.000582833778055715,2.3097425829758796e-06,0.14961089203523978,0.430005087810774
topology_0290,cold,395,0.02220934555115439,0.022201909166212307,0.0005746772731088106,2.2842092298257394e-06,0.14826109153823333,0.4283700443103309
topology_0290,cold,400,0.02194071201051438,0.02193339176434187,0.0005667134514414252,2.259244425081662e-06,0.14692873947383048,0.42674852321336887
