split,topology_id,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_drop
train,topology_0181,15.116777631850775,7.625618450462441,0.09429412261515274,35.14451141954099,35.05021729692584
train,topology_0182,7.790119957250168,4.606410306838738,0.25072944105316464,29.98722412832704,29.736494687273876
train,topology_0183,20.07305413525257,6.94767580368936,0.482140595149288,44.70507534450581,44.22293474935652
train,topology_0184,17.516224810795855,10.56078067213187,-0.04627172131913975,43.238883249837414,43.28515497115655
train,topology_0185,14.643739766914756,6.130582664500531,-0.3715640240083057,39.16466693303106,39.536230957039365
train,topology_0186,12.619737466392834,7.734948934551107,-0.309192327561,43.908694754926515,44.217887082487515
train,topology_0187,22.20260133628673,14.155852039008968,-0.49690826501617824,59.959736377956844,60.456644642973025
train,topology_0188,13.869924896728165,8.930322782229851,0.04944822690375768,45.96031440643404,45.91086617953028
train,topology_0189,17.395826955652495,6.1312717715702325,0.4668418175354184,47.01959052731073,46.552748709775315
train,topology_0190,18.930193069232345,10.406411100171225,0.014644445127571392,51.71714321305831,51.702498767930734
train,topology_0191,9.977162511213603,7.587185985679577,-0.07308871308027062,37.646190959253886,37.71927967233415
train,topology_0192,7.481228943347828,7.71982647341867,0.05366313442593025,36.60728108804069,36.55361795361476
train,topology_0193,5.851239811239216,3.025995830678428,-0.06295086049910426,29.683941012279785,29.74689187277889
train,topology_0194,14.415248765171574,5.8090699549185025,0.3277010276938124,40.68882932023456,40.36112829254075
train,topology_0195,9.35311615593658,4.949947912822098,0.18059973795352882,37.41442812921409,37.23382839126056
train,topology_0196,13.726847048220732,7.980432898656069,-0.2374970618923901,42.66520021043968,42.90269727233207
train,topology_0197,13.8431662693201,7.9579413849730205,-0.08647486060371568,42.470948246420754,42.55742310702447
train,topology_0198,8.721521906269206,7.559708563041795,0.12049324680447863,38.78743993028424,38.666946683479765
train,topology_0199,21.347165633758678,13.403196476813061,0.1744441460323205,56.33727872326211,56.16283457722979
train,topology_0200,10.102253292895185,6.3490499200286035,0.14346888013152395,40.692395819907404,40.54892693977588
train,topology_0201,19.709397019242957,8.019148472389874,0.5072741238615988,37.45581576634175,36.94854164248015
train,topology_0202,10.651562158539384,6.607012256945507,-0.4618276583004446,37.307575120574135,37.76940277887458
train,topology_0203,18.582857509537437,10.208022030121734,0.1202286658446427,47.16122301373785,47.04099434789321
train,topology_0204,19.471305882096264,12.206733725958657,0.007681310954057996,55.879514423196646,55.87183311224259
train,topology_0205,14.352943373696025,7.5149735258563455,0.04353062774456323,39.87592525025392,39.832394622509355
train,topology_0206,11.46088354692775,9.243281475497453,-0.9246166604886208,46.423657471776416,47.34827413226504
train,topology_0207,19.416428944010825,9.453770294588532,0.17388119410532982,46.636337313635266,46.46245611952994
train,topology_0208,19.04371667678098,8.775274665052635,0.45888108158229596,51.068291438887925,50.60941035730563
train,topology_0209,12.824411934522729,7.197263824541706,0.15041313345141646,32.504324365435714,32.3539112319843
train,topology_0210,17.363807739712286,6.735670462935406,0.4709420072691936,43.62292505796768,43.15198305069848
train,topology_0211,16.373218413386898,9.410216070521226,0.08128160235508981,53.12471790498044,53.04343630262535
train,topology_0212,13.574175028616738,5.955304280616448,0.1937430347908568,35.57694778104076,35.3832047462499
train,topology_0213,7.896515344338894,5.865222653763775,0.007645758966308647,31.918759690613534,31.911113931647225
train,topology_0214,9.159725368689237,5.18009618856015,0.03822084998893749,31.444084899633385,31.405864049644446
train,topology_0215,12.707140818714976,6.857785372147962,-0.5730582963811137,36.82094449964024,37.394002796021354
train,topology_0216,14.529564340935995,7.047739749390241,0.17929956646619463,43.466107998090116,43.286808431623925
train,topology_0217,9.871626767746072,7.562517039274658,-0.32760391898433194,33.607619580279284,33.935223499263614
train,topology_0218,13.770952486465124,7.938698857827574,-0.01075539954405294,43.19135905787098,43.202114457415036
train,topology_0219,11.801752810296136,6.458281887271408,0.09077125480948965,33.59940767371542,33.50863641890593
